MON,APT,MON
MON,ASL,MON
MON,KVB,MON
MON,MID,MON
MON,TRC,TEQ,OSS,APT,TRO,MON
MON,TEQ,OSS,APT,VFB,TRC,MON
MON,TEQ,VFB,OSS,APT,TRO,MON
MON,TRC,OSS,APT,TRB,TRO,MON
MON,TRB,OSS,APT,VFB,TRC,MON
MON,TRB,VFB,OSS,APT,TRO,MON
MON,TRC,VFB,OSS,APT,TRO,MON
MON,TRB,TEN,APT,TEQ,TRC,MON
MON,TEQ,APT,TEN,TRB,TRO,MON
MON,TEQ,VFB,APT,TEN,TRB,MON
MON,TRC,TEQ,TEN,APT,TRO,MON
MON,TEN,APT,VFB,TEQ,TRC,MON
MON,TEQ,VFB,APT,TEN,TRO,MON
MON,TRC,APT,TEN,TRB,TRO,MON
MON,TRB,TEN,APT,VFB,TRC,MON
MON,TRB,TEN,VFB,APT,TRO,MON
MON,TRC,VFB,APT,TEN,TRO,MON
MON,TRC,TEQ,APT,TRB,TRO,MON
MON,TRB,APT,VFB,TEQ,TRC,MON
MON,TEQ,VFB,APT,TRB,TRO,MON
MON,TRC,TEQ,VFB,APT,TRO,MON
MON,TRO,TRB,APT,VFB,TRC,MON
MON,KVB,NLN,VAL,ASL,MID,OSC,MON
MON,KVB,NLN,VAL,ASL,MID,OSO,MON
MON,KVB,NLN,VAL,ASL,MID,OSS,MON
MON,KVB,NLN,VAL,ASL,MID,TEN,MON
MON,TEQ,KVB,NLN,VAL,ASL,MID,MON
MON,MID,ASL,NLN,VAL,KVB,TRC,MON
MON,KVB,NLN,VAL,ASL,MID,TRO,MON
MON,KVB,NLN,VAL,ASL,MID,VFB,MON
MON,KVB,ASL,MID,OSC,OSO,MON
MON,KVB,ASL,MID,OSS,OSC,MON
MON,KVB,ASL,MID,OSC,TEN,MON
MON,OSC,MID,ASL,KVB,TEQ,MON
MON,TRB,OSC,MID,ASL,KVB,MON
MON,OSC,MID,ASL,KVB,TRC,MON
MON,KVB,ASL,MID,OSC,TRO,MON
MON,KVB,ASL,MID,OSC,VFB,MON
MON,KVB,ASL,MID,OSE,TRO,MON
MON,KVB,ASL,MID,OSS,OSO,MON
MON,KVB,ASL,MID,OSO,TEN,MON
MON,TEQ,OSO,MID,ASL,KVB,MON
MON,TRB,OSO,MID,ASL,KVB,MON
MON,KVB,ASL,MID,OSO,TRC,MON
MON,KVB,ASL,MID,OSO,TRO,MON
MON,KVB,ASL,MID,OSO,VFB,MON
MON,KVB,ASL,MID,OSS,TEN,MON
MON,KVB,ASL,MID,OSS,TEQ,MON
MON,KVB,ASL,MID,OSS,TRB,MON
MON,KVB,ASL,MID,OSS,TRC,MON
MON,KVB,ASL,MID,OSS,TRO,MON
MON,OSS,MID,ASL,KVB,VFB,MON
MON,TEN,MID,ASL,KVB,TEQ,MON
MON,KVB,ASL,MID,TEN,TRB,MON
MON,TEN,MID,ASL,KVB,TRC,MON
MON,KVB,ASL,MID,TEN,TRO,MON
MON,KVB,ASL,MID,VFB,TEN,MON
MON,TEQ,KVB,ASL,MID,TRB,MON
MON,MID,ASL,KVB,TEQ,TRC,MON
MON,TEQ,KVB,ASL,MID,TRO,MON
MON,KVB,ASL,MID,VFB,TEQ,MON
MON,TRB,MID,ASL,KVB,TRC,MON
MON,KVB,ASL,MID,TRB,TRO,MON
MON,KVB,ASL,MID,VFB,TRB,MON
MON,TRC,KVB,ASL,MID,TRO,MON
MON,TRC,VFB,MID,ASL,KVB,MON
MON,KVB,ASL,MID,VFB,TRO,MON
MON,KVB,NLN,VAL,ASL,OSC,OSO,MON
MON,KVB,NLN,VAL,ASL,OSC,TRO,MON
MON,KVB,NLN,VAL,ASL,OSO,OSS,MON
MON,KVB,NLN,VAL,ASL,OSO,TEN,MON
MON,TEQ,OSO,ASL,NLN,VAL,KVB,MON
MON,KVB,NLN,VAL,ASL,OSO,TRC,MON
MON,KVB,NLN,VAL,ASL,OSO,TRO,MON
MON,KVB,NLN,VAL,ASL,VFB,OSO,MON
MON,KVB,NLN,VAL,ASL,OSS,TRO,MON
MON,KVB,ASL,NLN,VAL,TEN,TRO,MON
MON,TEQ,KVB,ASL,NLN,VAL,TRO,MON
MON,TRC,KVB,ASL,NLN,VAL,TRO,MON
MON,KVB,NLN,VAL,ASL,VFB,TRO,MON
MON,KVB,ASL,OSO,OSC,OSS,MON
MON,KVB,ASL,OSC,OSO,TEN,MON
MON,KVB,ASL,OSC,OSO,TEQ,MON
MON,TRB,OSO,OSC,ASL,KVB,MON
MON,KVB,ASL,OSC,OSO,TRC,MON
MON,KVB,ASL,OSC,OSO,TRO,MON
MON,KVB,ASL,OSC,OSO,VFB,MON
MON,KVB,ASL,OSC,OSS,TEN,MON
MON,KVB,ASL,OSC,OSS,TEQ,MON
MON,KVB,ASL,OSC,OSS,TRB,MON
MON,KVB,ASL,OSC,OSS,TRC,MON
MON,KVB,ASL,OSC,OSS,TRO,MON
MON,KVB,ASL,VFB,OSC,OSS,MON
MON,TEN,OSC,ASL,KVB,TEQ,MON
MON,KVB,ASL,OSC,TEN,TRB,MON
MON,TEN,OSC,ASL,KVB,TRC,MON
MON,KVB,ASL,OSC,TEN,TRO,MON
MON,KVB,ASL,OSC,VFB,TEN,MON
MON,TEQ,KVB,ASL,OSC,TRB,MON
MON,OSC,ASL,KVB,TEQ,TRC,MON
MON,TEQ,KVB,ASL,OSC,TRO,MON
MON,KVB,ASL,OSC,VFB,TEQ,MON
MON,TRB,OSC,ASL,KVB,TRC,MON
MON,KVB,ASL,OSC,TRB,TRO,MON
MON,KVB,ASL,OSC,VFB,TRB,MON
MON,TRC,KVB,ASL,OSC,TRO,MON
MON,KVB,ASL,OSC,VFB,TRC,MON
MON,KVB,ASL,VFB,OSC,TRO,MON
MON,KVB,ASL,OSO,OSE,TRO,MON
MON,KVB,ASL,OSO,OSS,TEN,MON
MON,TEQ,OSO,OSS,ASL,KVB,MON
MON,KVB,ASL,OSO,OSS,TRB,MON
MON,KVB,ASL,OSS,OSO,TRC,MON
MON,KVB,ASL,OSO,OSS,TRO,MON
MON,KVB,ASL,VFB,OSO,OSS,MON
MON,TEN,KVB,ASL,OSO,TEQ,MON
MON,KVB,ASL,OSO,TRB,TEN,MON
MON,TEN,KVB,ASL,OSO,TRC,MON
MON,KVB,ASL,OSO,TEN,TRO,MON
MON,KVB,ASL,OSO,VFB,TEN,MON
MON,TEQ,OSO,ASL,KVB,TRB,MON
MON,KVB,ASL,OSO,TEQ,TRC,MON
MON,TEQ,OSO,ASL,KVB,TRO,MON
MON,KVB,ASL,VFB,OSO,TEQ,MON
MON,TRB,KVB,ASL,OSO,TRC,MON
MON,KVB,ASL,OSO,TRB,TRO,MON
MON,KVB,ASL,OSO,VFB,TRB,MON
MON,TRC,OSO,ASL,KVB,TRO,MON
MON,KVB,ASL,VFB,OSO,TRC,MON
MON,KVB,ASL,VFB,OSO,TRO,MON
MON,TEN,OSS,ASL,KVB,TEQ,MON
MON,KVB,ASL,OSS,TRB,TEN,MON
MON,TEN,OSS,ASL,KVB,TRC,MON
MON,KVB,ASL,OSS,TEN,TRO,MON
MON,KVB,ASL,VFB,OSS,TEN,MON
MON,TEQ,KVB,ASL,OSS,TRB,MON
MON,KVB,ASL,OSS,TEQ,TRC,MON
MON,TEQ,KVB,ASL,OSS,TRO,MON
MON,TEQ,VFB,KVB,ASL,OSS,MON
MON,TRB,OSS,ASL,KVB,TRC,MON
MON,KVB,ASL,OSS,TRB,TRO,MON
MON,KVB,ASL,VFB,OSS,TRB,MON
MON,TRC,KVB,ASL,OSS,TRO,MON
MON,OSS,ASL,KVB,VFB,TRC,MON
MON,KVB,ASL,VFB,OSS,TRO,MON
MON,TEQ,KVB,ASL,TRB,TEN,MON
MON,TEN,ASL,KVB,TEQ,TRC,MON
MON,TEQ,KVB,ASL,TEN,TRO,MON
MON,TEN,VFB,ASL,KVB,TEQ,MON
MON,TEN,TRB,ASL,KVB,TRC,MON
MON,KVB,ASL,TEN,TRB,TRO,MON
MON,KVB,ASL,VFB,TEN,TRB,MON
MON,TRC,KVB,ASL,TEN,TRO,MON
MON,TEN,VFB,ASL,KVB,TRC,MON
MON,KVB,ASL,VFB,TEN,TRO,MON
MON,TRB,ASL,KVB,TEQ,TRC,MON
MON,TEQ,KVB,ASL,TRB,TRO,MON
MON,TEQ,KVB,ASL,VFB,TRB,MON
MON,TRC,TEQ,KVB,ASL,TRO,MON
MON,KVB,ASL,VFB,TEQ,TRC,MON
MON,TEQ,VFB,ASL,KVB,TRO,MON
MON,TRC,KVB,ASL,TRB,TRO,MON
MON,TRB,VFB,ASL,KVB,TRC,MON
MON,KVB,ASL,VFB,TRB,TRO,MON
MON,TRC,VFB,ASL,KVB,TRO,MON
MON,NLN,VAL,ASL,MID,OSC,OSO,MON
MON,TRO,OSC,MID,ASL,NLN,VAL,MON
MON,NLN,VAL,ASL,MID,OSS,OSO,MON
MON,NLN,VAL,ASL,MID,OSO,TEN,MON
MON,NLN,VAL,ASL,MID,OSO,TEQ,MON
MON,NLN,VAL,ASL,MID,OSO,TRC,MON
MON,NLN,VAL,ASL,MID,OSO,TRO,MON
MON,NLN,VAL,ASL,MID,OSO,VFB,MON
MON,NLN,VAL,ASL,MID,OSS,TRO,MON
MON,TEN,NLN,VAL,ASL,MID,TRO,MON
MON,TEQ,NLN,VAL,ASL,MID,TRO,MON
MON,TRC,NLN,VAL,ASL,MID,TRO,MON
MON,NLN,VAL,ASL,MID,VFB,TRO,MON
MON,ASL,MID,OSS,OSC,OSO,MON
MON,ASL,MID,OSC,OSO,TEN,MON
MON,ASL,MID,OSC,OSO,TEQ,MON
MON,ASL,MID,OSC,OSO,TRB,MON
MON,ASL,MID,OSC,OSO,TRC,MON
MON,ASL,MID,OSC,OSO,TRO,MON
MON,OSO,OSC,MID,ASL,VFB,MON
MON,TEN,OSS,OSC,MID,ASL,MON
MON,ASL,MID,OSC,OSS,TEQ,MON
MON,ASL,MID,OSC,OSS,TRB,MON
MON,ASL,MID,OSC,OSS,TRC,MON
MON,ASL,MID,OSS,OSC,TRO,MON
MON,OSC,OSS,MID,ASL,VFB,MON
MON,TEN,OSC,MID,ASL,TEQ,MON
MON,ASL,MID,OSC,TEN,TRB,MON
MON,TEN,OSC,MID,ASL,TRC,MON
MON,TEN,ASL,MID,OSC,TRO,MON
MON,OSC,MID,ASL,VFB,TEN,MON
MON,TEQ,ASL,MID,OSC,TRB,MON
MON,OSC,MID,ASL,TEQ,TRC,MON
MON,TRO,OSC,MID,ASL,TEQ,MON
MON,OSC,MID,ASL,VFB,TEQ,MON
MON,TRB,OSC,MID,ASL,TRC,MON
MON,TRO,OSC,MID,ASL,TRB,MON
MON,OSC,MID,ASL,VFB,TRB,MON
MON,TRO,OSC,MID,ASL,TRC,MON
MON,OSC,MID,ASL,VFB,TRC,MON
MON,TRO,OSC,MID,ASL,VFB,MON
MON,OSO,ASL,MID,OSE,TRO,MON
MON,TEN,OSS,MID,ASL,OSO,MON
MON,TEQ,OSO,ASL,MID,OSS,MON
MON,OSO,ASL,MID,OSS,TRB,MON
MON,TRC,OSO,ASL,MID,OSS,MON
MON,TRO,OSS,MID,ASL,OSO,MON
MON,OSO,VFB,ASL,MID,OSS,MON
MON,TEN,ASL,MID,OSO,TEQ,MON
MON,TEN,TRB,OSO,MID,ASL,MON
MON,TEN,ASL,MID,OSO,TRC,MON
MON,TEN,ASL,MID,OSO,TRO,MON
MON,OSO,MID,ASL,VFB,TEN,MON
MON,TEQ,OSO,MID,ASL,TRB,MON
MON,TRC,TEQ,OSO,MID,ASL,MON
MON,TEQ,OSO,MID,ASL,TRO,MON
MON,TEQ,OSO,MID,ASL,VFB,MON
MON,TRB,ASL,MID,OSO,TRC,MON
MON,ASL,MID,OSO,TRB,TRO,MON
MON,OSO,MID,ASL,VFB,TRB,MON
MON,TRC,OSO,MID,ASL,TRO,MON
MON,TRC,OSO,MID,ASL,VFB,MON
MON,TRO,OSO,MID,ASL,VFB,MON
MON,TEN,OSS,MID,ASL,TEQ,MON
MON,ASL,MID,OSS,TRB,TEN,MON
MON,TEN,OSS,MID,ASL,TRC,MON
MON,ASL,MID,OSS,TEN,TRO,MON
MON,TEN,OSS,MID,ASL,VFB,MON
MON,TEQ,ASL,MID,OSS,TRB,MON
MON,ASL,MID,OSS,TEQ,TRC,MON
MON,TEQ,OSS,MID,ASL,TRO,MON
MON,TEQ,VFB,ASL,MID,OSS,MON
MON,TRB,OSS,MID,ASL,TRC,MON
MON,ASL,MID,OSS,TRB,TRO,MON
MON,TRB,OSS,MID,ASL,VFB,MON
MON,TRC,OSS,MID,ASL,TRO,MON
MON,OSS,MID,ASL,VFB,TRC,MON
MON,TRO,OSS,MID,ASL,VFB,MON
MON,TEQ,ASL,MID,TEN,TRB,MON
MON,TEN,MID,ASL,TEQ,TRC,MON
MON,TEQ,ASL,MID,TEN,TRO,MON
MON,TEN,VFB,MID,ASL,TEQ,MON
MON,TRB,TEN,MID,ASL,TRC,MON
MON,ASL,MID,TEN,TRB,TRO,MON
MON,ASL,MID,VFB,TEN,TRB,MON
MON,TRC,ASL,MID,TEN,TRO,MON
MON,TEN,VFB,MID,ASL,TRC,MON
MON,TEN,VFB,ASL,MID,TRO,MON
MON,TRB,MID,ASL,TEQ,TRC,MON
MON,TRO,TRB,MID,ASL,TEQ,MON
MON,TRB,MID,ASL,VFB,TEQ,MON
MON,TRC,TEQ,ASL,MID,TRO,MON
MON,TEQ,ASL,MID,VFB,TRC,MON
MON,TEQ,VFB,ASL,MID,TRO,MON
MON,TRO,TRB,MID,ASL,TRC,MON
MON,TRB,MID,ASL,VFB,TRC,MON
MON,TRB,VFB,ASL,MID,TRO,MON
MON,TRC,VFB,ASL,MID,TRO,MON
MON,NLN,VAL,ASL,OSC,OSO,TRO,MON
MON,NLN,VAL,ASL,OSO,OSS,TRO,MON
MON,TEN,NLN,VAL,ASL,OSO,TRO,MON
MON,TEQ,OSO,ASL,NLN,VAL,TRO,MON
MON,TRC,OSO,ASL,NLN,VAL,TRO,MON
MON,NLN,VAL,ASL,VFB,OSO,TRO,MON
MON,ASL,OSO,OSC,OSS,TEN,MON
MON,ASL,OSS,OSC,OSO,TEQ,MON
MON,ASL,OSO,OSC,OSS,TRB,MON
MON,ASL,OSS,OSC,OSO,TRC,MON
MON,ASL,OSO,OSC,OSS,TRO,MON
MON,ASL,VFB,OSO,OSC,OSS,MON
MON,TEN,ASL,OSC,OSO,TEQ,MON
MON,TEN,TRB,OSO,OSC,ASL,MON
MON,TEN,ASL,OSC,OSO,TRC,MON
MON,TEN,ASL,OSC,OSO,TRO,MON
MON,TEN,VFB,ASL,OSC,OSO,MON
MON,TEQ,OSO,OSC,ASL,TRB,MON
MON,ASL,OSC,OSO,TEQ,TRC,MON
MON,TEQ,OSO,ASL,OSC,TRO,MON
MON,TEQ,OSO,OSC,ASL,VFB,MON
MON,TRB,ASL,OSC,OSO,TRC,MON
MON,ASL,OSC,OSO,TRB,TRO,MON
MON,OSO,OSC,ASL,VFB,TRB,MON
MON,TRC,OSO,ASL,OSC,TRO,MON
MON,TRC,OSO,OSC,ASL,VFB,MON
MON,TRO,OSO,OSC,ASL,VFB,MON
MON,TEN,OSS,OSC,ASL,TEQ,MON
MON,TEN,OSS,OSC,ASL,TRC,MON
MON,ASL,OSC,OSS,TEN,TRO,MON
MON,TEN,OSS,OSC,ASL,VFB,MON
MON,TRC,TEQ,OSS,OSC,ASL,MON
MON,TEQ,OSS,OSC,ASL,TRO,MON
MON,TEQ,VFB,ASL,OSC,OSS,MON
MON,ASL,OSC,OSS,TRB,TRO,MON
MON,TRC,OSS,OSC,ASL,TRO,MON
MON,OSS,OSC,ASL,VFB,TRC,MON
MON,TRO,OSS,OSC,ASL,VFB,MON
MON,TEN,OSC,ASL,TEQ,TRC,MON
MON,TRO,TEN,OSC,ASL,TEQ,MON
MON,TEN,OSC,ASL,VFB,TEQ,MON
MON,ASL,OSC,TEN,TRB,TRO,MON
MON,TRO,TEN,OSC,ASL,TRC,MON
MON,TEN,OSC,ASL,VFB,TRC,MON
MON,TEN,VFB,ASL,OSC,TRO,MON
MON,TEQ,ASL,OSC,TRB,TRO,MON
MON,TRC,TEQ,ASL,OSC,TRO,MON
MON,OSC,ASL,VFB,TEQ,TRC,MON
MON,TEQ,VFB,ASL,OSC,TRO,MON
MON,TRC,ASL,OSC,TRB,TRO,MON
MON,TRB,VFB,ASL,OSC,TRO,MON
MON,TRC,VFB,ASL,OSC,TRO,MON
MON,TEQ,OSO,ASL,OSS,TEN,MON
MON,TEN,OSS,ASL,OSO,TRB,MON
MON,TEN,OSS,ASL,OSO,TRC,MON
MON,TEN,OSS,ASL,OSO,TRO,MON
MON,TEN,OSS,OSO,VFB,ASL,MON
MON,TEQ,OSO,ASL,OSS,TRB,MON
MON,TEQ,OSS,ASL,OSO,TRC,MON
MON,TEQ,OSO,ASL,OSS,TRO,MON
MON,OSS,ASL,VFB,OSO,TEQ,MON
MON,TRB,OSS,ASL,OSO,TRC,MON
MON,TRB,OSS,ASL,OSO,TRO,MON
MON,TRB,OSS,OSO,VFB,ASL,MON
MON,TRC,OSO,ASL,OSS,TRO,MON
MON,OSS,ASL,VFB,OSO,TRC,MON
MON,ASL,VFB,OSO,OSS,TRO,MON
MON,TEN,TRB,ASL,OSO,TEQ,MON
MON,TEN,ASL,OSO,TEQ,TRC,MON
MON,TEQ,OSO,ASL,TEN,TRO,MON
MON,TEQ,OSO,ASL,VFB,TEN,MON
MON,TEN,TRB,ASL,OSO,TRC,MON
MON,TRO,TRB,TEN,OSO,ASL,MON
MON,TEN,VFB,ASL,OSO,TRB,MON
MON,TRC,OSO,ASL,TEN,TRO,MON
MON,TEN,VFB,ASL,OSO,TRC,MON
MON,TEN,VFB,ASL,OSO,TRO,MON
MON,TRB,ASL,OSO,TEQ,TRC,MON
MON,TEQ,OSO,ASL,TRB,TRO,MON
MON,TEQ,OSO,ASL,VFB,TRB,MON
MON,TRC,TEQ,OSO,ASL,TRO,MON
MON,TEQ,OSO,ASL,VFB,TRC,MON
MON,TEQ,OSO,ASL,VFB,TRO,MON
MON,TRC,OSO,ASL,TRB,TRO,MON
MON,TRB,VFB,ASL,OSO,TRC,MON
MON,TRB,VFB,ASL,OSO,TRO,MON
MON,TRC,OSO,ASL,VFB,TRO,MON
MON,TEN,OSS,ASL,TEQ,TRC,MON
MON,TRO,TEN,OSS,ASL,TEQ,MON
MON,TEN,OSS,ASL,VFB,TEQ,MON
MON,ASL,OSS,TEN,TRB,TRO,MON
MON,TRO,TEN,OSS,ASL,TRC,MON
MON,TEN,OSS,ASL,VFB,TRC,MON
MON,TEN,VFB,ASL,OSS,TRO,MON
MON,TRO,TRB,OSS,ASL,TEQ,MON
MON,TRC,TEQ,OSS,ASL,TRO,MON
MON,TEQ,OSS,ASL,VFB,TRC,MON
MON,TEQ,VFB,ASL,OSS,TRO,MON
MON,TRO,TRB,OSS,ASL,TRC,MON
MON,TRO,OSS,ASL,VFB,TRB,MON
MON,TRO,OSS,ASL,VFB,TRC,MON
MON,TEQ,ASL,TEN,TRB,TRO,MON
MON,TRC,TEQ,ASL,TEN,TRO,MON
MON,TEN,VFB,ASL,TEQ,TRC,MON
MON,TEQ,ASL,VFB,TEN,TRO,MON
MON,TRC,ASL,TEN,TRB,TRO,MON
MON,ASL,VFB,TEN,TRB,TRO,MON
MON,TRC,ASL,VFB,TEN,TRO,MON
MON,TRC,TEQ,ASL,TRB,TRO,MON
MON,TEQ,VFB,ASL,TRB,TRO,MON
MON,TRC,TEQ,VFB,ASL,TRO,MON
MON,TRC,VFB,ASL,TRB,TRO,MON
MON,KVB,NLN,VAL,MID,OSC,OSO,MON
MON,KVB,NLN,VAL,MID,OSS,OSC,MON
MON,KVB,NLN,VAL,MID,OSC,TEN,MON
MON,OSC,MID,NLN,VAL,KVB,TEQ,MON
MON,TRB,OSC,MID,NLN,VAL,KVB,MON
MON,OSC,MID,NLN,VAL,KVB,TRC,MON
MON,KVB,NLN,VAL,MID,OSC,TRO,MON
MON,VFB,OSC,MID,NLN,VAL,KVB,MON
MON,KVB,NLN,VAL,MID,OSS,OSO,MON
MON,TEN,OSO,MID,NLN,VAL,KVB,MON
MON,TEQ,OSO,MID,NLN,VAL,KVB,MON
MON,TRB,OSO,MID,NLN,VAL,KVB,MON
MON,KVB,NLN,VAL,MID,OSO,TRC,MON
MON,KVB,NLN,VAL,MID,OSO,TRO,MON
MON,KVB,NLN,VAL,MID,OSO,VFB,MON
MON,KVB,NLN,VAL,MID,OSS,TEN,MON
MON,KVB,NLN,VAL,MID,OSS,TEQ,MON
MON,KVB,NLN,VAL,MID,OSS,TRB,MON
MON,TRC,OSS,MID,NLN,VAL,KVB,MON
MON,KVB,NLN,VAL,MID,OSS,TRO,MON
MON,OSS,MID,NLN,VAL,KVB,VFB,MON
MON,TEN,MID,NLN,VAL,KVB,TEQ,MON
MON,KVB,NLN,VAL,MID,TEN,TRB,MON
MON,TEN,MID,NLN,VAL,KVB,TRC,MON
MON,KVB,NLN,VAL,MID,TEN,TRO,MON
MON,TEN,VFB,MID,NLN,VAL,KVB,MON
MON,TEQ,KVB,NLN,VAL,MID,TRB,MON
MON,MID,NLN,VAL,KVB,TEQ,TRC,MON
MON,TEQ,KVB,NLN,VAL,MID,TRO,MON
MON,KVB,NLN,VAL,MID,VFB,TEQ,MON
MON,TRB,MID,NLN,VAL,KVB,TRC,MON
MON,KVB,NLN,VAL,MID,TRB,TRO,MON
MON,KVB,NLN,VAL,MID,VFB,TRB,MON
MON,TRC,KVB,NLN,VAL,MID,TRO,MON
MON,TRC,VFB,MID,NLN,VAL,KVB,MON
MON,KVB,NLN,VAL,MID,VFB,TRO,MON
MON,KVB,MID,OSE,OSC,OSO,MON
MON,KVB,MID,OSS,OSE,OSC,MON
MON,KVB,MID,OSE,OSC,TEN,MON
MON,OSC,OSE,MID,KVB,TEQ,MON
MON,OSC,OSE,MID,KVB,TRC,MON
MON,KVB,MID,OSC,OSE,TRO,MON
MON,VFB,OSC,OSE,MID,KVB,MON
MON,KVB,MID,OSS,OSC,OSO,MON
MON,KVB,MID,OSC,OSO,TEN,MON
MON,TEQ,OSO,OSC,MID,KVB,MON
MON,KVB,MID,OSC,OSO,TRB,MON
MON,KVB,MID,OSC,OSO,TRC,MON
MON,KVB,MID,OSC,OSO,TRO,MON
MON,KVB,MID,OSC,OSO,VFB,MON
MON,TEN,OSS,OSC,MID,KVB,MON
MON,TEQ,OSS,OSC,MID,KVB,MON
MON,TRB,OSS,OSC,MID,KVB,MON
MON,TRC,OSS,OSC,MID,KVB,MON
MON,KVB,MID,OSS,OSC,TRO,MON
MON,KVB,MID,OSS,OSC,VFB,MON
MON,TEN,OSC,MID,KVB,TEQ,MON
MON,TRB,TEN,OSC,MID,KVB,MON
MON,TEN,OSC,MID,KVB,TRC,MON
MON,KVB,MID,OSC,TEN,TRO,MON
MON,TEN,VFB,OSC,MID,KVB,MON
MON,TEQ,KVB,MID,OSC,TRB,MON
MON,OSC,MID,KVB,TEQ,TRC,MON
MON,TEQ,KVB,MID,OSC,TRO,MON
MON,TEQ,VFB,OSC,MID,KVB,MON
MON,TRB,OSC,MID,KVB,TRC,MON
MON,KVB,MID,OSC,TRB,TRO,MON
MON,TRB,VFB,OSC,MID,KVB,MON
MON,TRC,KVB,MID,OSC,TRO,MON
MON,TRC,VFB,OSC,MID,KVB,MON
MON,KVB,MID,OSC,VFB,TRO,MON
MON,KVB,MID,OSS,OSE,OSO,MON
MON,KVB,MID,OSE,OSO,TEN,MON
MON,TEQ,OSO,OSE,MID,KVB,MON
MON,KVB,MID,OSE,OSO,TRB,MON
MON,KVB,MID,OSE,OSO,TRC,MON
MON,KVB,MID,OSE,OSO,TRO,MON
MON,KVB,MID,OSE,OSO,VFB,MON
MON,TEN,OSS,OSE,MID,KVB,MON
MON,TEQ,OSS,OSE,MID,KVB,MON
MON,TRC,OSS,OSE,MID,KVB,MON
MON,KVB,MID,OSS,OSE,TRO,MON
MON,OSE,OSS,MID,KVB,VFB,MON
MON,TEN,OSE,MID,KVB,TEQ,MON
MON,TEN,OSE,MID,KVB,TRC,MON
MON,TEN,KVB,MID,OSE,TRO,MON
MON,OSE,MID,KVB,VFB,TEN,MON
MON,OSE,MID,KVB,TEQ,TRC,MON
MON,TEQ,KVB,MID,OSE,TRO,MON
MON,OSE,MID,KVB,VFB,TEQ,MON
MON,TRB,KVB,MID,OSE,TRO,MON
MON,TRC,KVB,MID,OSE,TRO,MON
MON,OSE,MID,KVB,VFB,TRC,MON
MON,TRO,OSE,MID,KVB,VFB,MON
MON,OSO,KVB,MID,OSS,TEN,MON
MON,KVB,MID,OSS,OSO,TEQ,MON
MON,OSO,KVB,MID,OSS,TRB,MON
MON,KVB,MID,OSS,OSO,TRC,MON
MON,KVB,MID,OSS,OSO,TRO,MON
MON,OSS,MID,KVB,VFB,OSO,MON
MON,TEN,KVB,MID,OSO,TEQ,MON
MON,TEN,TRB,OSO,MID,KVB,MON
MON,TEN,KVB,MID,OSO,TRC,MON
MON,KVB,MID,OSO,TEN,TRO,MON
MON,TEN,VFB,OSO,MID,KVB,MON
MON,TEQ,OSO,MID,KVB,TRB,MON
MON,TRC,TEQ,OSO,MID,KVB,MON
MON,TEQ,OSO,MID,KVB,TRO,MON
MON,KVB,MID,VFB,OSO,TEQ,MON
MON,TRB,KVB,MID,OSO,TRC,MON
MON,KVB,MID,OSO,TRB,TRO,MON
MON,KVB,MID,OSO,VFB,TRB,MON
MON,TRO,KVB,MID,OSO,TRC,MON
MON,KVB,MID,VFB,OSO,TRC,MON
MON,KVB,MID,VFB,OSO,TRO,MON
MON,TEQ,KVB,MID,OSS,TEN,MON
MON,KVB,MID,OSS,TRB,TEN,MON
MON,TEN,OSS,MID,KVB,TRC,MON
MON,KVB,MID,OSS,TEN,TRO,MON
MON,TEN,OSS,MID,KVB,VFB,MON
MON,TEQ,KVB,MID,OSS,TRB,MON
MON,TRC,TEQ,OSS,MID,KVB,MON
MON,TEQ,KVB,MID,OSS,TRO,MON
MON,OSS,MID,KVB,VFB,TEQ,MON
MON,TRB,OSS,MID,KVB,TRC,MON
MON,KVB,MID,OSS,TRB,TRO,MON
MON,TRB,OSS,MID,KVB,VFB,MON
MON,TRC,KVB,MID,OSS,TRO,MON
MON,OSS,MID,KVB,VFB,TRC,MON
MON,TRO,OSS,MID,KVB,VFB,MON
MON,TEQ,KVB,MID,TEN,TRB,MON
MON,TEN,MID,KVB,TEQ,TRC,MON
MON,TEQ,KVB,MID,TEN,TRO,MON
MON,TEN,VFB,MID,KVB,TEQ,MON
MON,TRB,TEN,MID,KVB,TRC,MON
MON,KVB,MID,TEN,TRB,TRO,MON
MON,KVB,MID,VFB,TEN,TRB,MON
MON,TRC,KVB,MID,TEN,TRO,MON
MON,TEN,VFB,MID,KVB,TRC,MON
MON,KVB,MID,VFB,TEN,TRO,MON
MON,TRB,MID,KVB,TEQ,TRC,MON
MON,TEQ,KVB,MID,TRB,TRO,MON
MON,TEQ,KVB,MID,VFB,TRB,MON
MON,TRC,TEQ,KVB,MID,TRO,MON
MON,TRC,TEQ,VFB,MID,KVB,MON
MON,TEQ,VFB,KVB,MID,TRO,MON
MON,TRC,KVB,MID,TRB,TRO,MON
MON,TRB,VFB,MID,KVB,TRC,MON
MON,KVB,MID,VFB,TRB,TRO,MON
MON,TRC,VFB,KVB,MID,TRO,MON
MON,OSS,OSC,OSO,NLN,VAL,KVB,MON
MON,KVB,NLN,VAL,OSC,OSO,TEN,MON
MON,TEQ,OSO,OSC,NLN,VAL,KVB,MON
MON,TRB,OSO,OSC,NLN,VAL,KVB,MON
MON,KVB,NLN,VAL,OSC,OSO,TRC,MON
